Name,OrderNumber,Disabled,Season,BlueprintWeight,BlueprintMap,UnlockXpLevel,RandomDropUnlockLevel,LevelOffset,StartLevelOffset,LevelCount,EstimatedXpLevel,TID,InfoTID,CastFailedTID,SkillButtonLabelTID,ForPlayer,IconAsset,GraphicsAsset,AnimationSet,Type,SubType,Mount,Skill,SkillUses,DebugInfo,SpecialUpgrade,Grade,Role,CraftEnergy,ConsumableCraftCost,HealthBuff,CriticalDamageChancePermille,CriticalWeaponChancePermille,CriticalHealingChancePermille,CriticalSpellChancePermille,CriticalPetChancePermille,DamageBuffPermille,WeaponDamageBuffPermille,HealingBuffPermille,SpeedBuffPermille,HealthBuffPermille,HealingReceivedBuffPermille,PetHealthBuffPermille,DamageReductionPermille,StunReductionPercent,HealingPerSecond,HealingPerSecondPermilleWhileMounted,MovementSpeedBuffPermilleAfterKill,AttackSpeedBuffPermille,ProjectileCountForProjectileGears,AttackAngleForProjectileGears,ComboSpeedPercent,ProjectileSpeedPercent,CooldownReductionPermille,DashCooldownReductionPermille,HealPerHit,HealClosestFriendlyPerHit,ExtraDamagePerHit,ExtraDamagePerAoeHit,ExtraDamagePerSpellHit,ExtraHealingPerHit,SkillDamageBuffPermille,ChanceToDodgePermille,DamageBuffPermilleBelow20,ShieldBlockPercentBigAttack,ShieldDamageReturn,ReflectedArrowDamage,AoeHealingPerHalfSecond,AoeDamagePerHalfSecond,AoePercentDamagePerHalfSecond,DeathHealing,DeathExplosionDamage,LightningDamagePerThreeSeconds,DamagePerSpell,PassiveDamageBuffPermille,CriticalPassiveChancePermille,PetDamageBuffPermille,PetAttackSpeedBuffPermille,RetaliationDamage,PetHealingPerHit,ShieldRefreshTimeMs,ShieldBlockAmount,InvisibleAfterNotAttackingMS,CustomTimeValue,AreaEffect,Projectile,Skill2,Range,HitsToExtraSkill,SpellsToExtraSkill,ExtraSkill,Scale,LoopingEffect,Effect,Effect2,Effect3,IgnoreWhiteDamageFlash,EquipSound,Requirement
feudalferal_mount_epic_01_b,,,,,,,,,,,,TID_feudalferal_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,feudalferal_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountSteed,
feudalferal_emoji_basic_01,,,,,,,,,,,,TID_feudalferal_emoji_basic_01,,,,TRUE,sc/ui.sc#feudalferal_emoji_basic_01,,,Emote,Emote,,feudalferal_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
feudalferal_emoji_basic_02,,,,,,,,,,,,TID_feudalferal_emoji_basic_02,,,,TRUE,sc/ui.sc#feudalferal_emoji_basic_02,,,Emote,Emote,,feudalferal_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
feudalferal_emoji_basic_03,,,,,,,,,,,,TID_feudalferal_emoji_basic_03,,,,TRUE,sc/ui.sc#feudalferal_emoji_basic_03,,,Emote,Emote,,feudalferal_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
feudalferal_gesture_epic_01,,,,,,,,,,,,TID_feudalferal_gesture_epic_01,,,,TRUE,sc/ui.sc#feudalferal_gesture_epic_01,,,Emote,Gesture,,feudalferal_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
feudalferal_gesture_epic_02,,,,,,,,,,,,TID_feudalferal_gesture_epic_02,,,,TRUE,sc/ui.sc#feudalferal_gesture_epic_02,,,Emote,Gesture,,feudalferal_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
midnightshift_mount_epic_01_a,,,,,,,,,,,,TID_midnightshift_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,midnightshift_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
midnightshift_mount_epic_01_b,,,,,,,,,,,,TID_midnightshift_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,midnightshift_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChonk,
midnightshift_emoji_basic_01,,,,,,,,,,,,TID_midnightshift_emoji_basic_01,,,,TRUE,sc/ui.sc#midnightshift_emoji_basic_01,,,Emote,Emote,,midnightshift_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
midnightshift_emoji_basic_02,,,,,,,,,,,,TID_midnightshift_emoji_basic_02,,,,TRUE,sc/ui.sc#midnightshift_emoji_basic_02,,,Emote,Emote,,midnightshift_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
midnightshift_emoji_basic_03,,,,,,,,,,,,TID_midnightshift_emoji_basic_03,,,,TRUE,sc/ui.sc#midnightshift_emoji_basic_03,,,Emote,Emote,,midnightshift_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
midnightshift_gesture_epic_01,,,,,,,,,,,,TID_midnightshift_gesture_epic_01,,,,TRUE,sc/ui.sc#midnightshift_gesture_epic_01,,,Emote,Gesture,,midnightshift_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
midnightshift_gesture_epic_02,,,,,,,,,,,,TID_midnightshift_gesture_epic_02,,,,TRUE,sc/ui.sc#midnightshift_gesture_epic_02,,,Emote,Gesture,,midnightshift_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
tribaldrip_mount_epic_01_a,,,,,,,,,,,,TID_tribaldrip_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,tribaldrip_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountLlambra,
tribaldrip_mount_epic_01_b,,,,,,,,,,,,TID_tribaldrip_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,tribaldrip_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountLlambra,
tribaldrip_emoji_basic_01,,,,,,,,,,,,TID_tribaldrip_emoji_basic_01,,,,TRUE,sc/ui.sc#tribaldrip_emoji_basic_01,,,Emote,Emote,,tribaldrip_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
tribaldrip_emoji_basic_02,,,,,,,,,,,,TID_tribaldrip_emoji_basic_02,,,,TRUE,sc/ui.sc#tribaldrip_emoji_basic_02,,,Emote,Emote,,tribaldrip_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
tribaldrip_emoji_basic_03,,,,,,,,,,,,TID_tribaldrip_emoji_basic_03,,,,TRUE,sc/ui.sc#tribaldrip_emoji_basic_03,,,Emote,Emote,,tribaldrip_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
tribaldrip_gesture_epic_01,,,,,,,,,,,,TID_tribaldrip_gesture_epic_01,,,,TRUE,sc/ui.sc#tribaldrip_gesture_epic_01,,,Emote,Gesture,,tribaldrip_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
tribaldrip_gesture_epic_02,,,,,,,,,,,,TID_tribaldrip_gesture_epic_02,,,,TRUE,sc/ui.sc#tribaldrip_gesture_epic_02,,,Emote,Gesture,,tribaldrip_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
noirnight_mount_epic_01_a,,,,,,,,,,,,TID_noirnight_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,noirnight_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarley,
noirnight_mount_epic_01_b,,,,,,,,,,,,TID_noirnight_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,noirnight_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarley,
noirnight_emoji_basic_01,,,,,,,,,,,,TID_noirnight_emoji_basic_01,,,,TRUE,sc/ui.sc#noirnight_emoji_basic_01,,,Emote,Emote,,noirnight_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
noirnight_emoji_basic_02,,,,,,,,,,,,TID_noirnight_emoji_basic_02,,,,TRUE,sc/ui.sc#noirnight_emoji_basic_02,,,Emote,Emote,,noirnight_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
noirnight_emoji_basic_03,,,,,,,,,,,,TID_noirnight_emoji_basic_03,,,,TRUE,sc/ui.sc#noirnight_emoji_basic_03,,,Emote,Emote,,noirnight_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
noirnight_gesture_epic_01,,,,,,,,,,,,TID_noirnight_gesture_epic_01,,,,TRUE,sc/ui.sc#noirnight_gesture_epic_01,,,Emote,Gesture,,noirnight_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
noirnight_gesture_epic_02,,,,,,,,,,,,TID_noirnight_gesture_epic_02,,,,TRUE,sc/ui.sc#noirnight_gesture_epic_01,,,Emote,Gesture,,noirnight_gesture_epic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
falloutfashion_mount_legendary_01_a,,,,,,,,,,,,TID_falloutfashion_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,falloutfashion_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountDrake,
falloutfashion_mount_legendary_01_b,,,,,,,,,,,,TID_falloutfashion_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,falloutfashion_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountDrake,
falloutfashion_emoji_basic_01,,,,,,,,,,,,TID_falloutfashion_emoji_basic_01,,,,TRUE,sc/ui.sc#falloutfashion_emoji_basic_01,,,Emote,Emote,,falloutfashion_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
falloutfashion_emoji_basic_02,,,,,,,,,,,,TID_falloutfashion_emoji_basic_02,,,,TRUE,sc/ui.sc#falloutfashion_emoji_basic_02,,,Emote,Emote,,falloutfashion_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
falloutfashion_emoji_basic_03,,,,,,,,,,,,TID_falloutfashion_emoji_basic_03,,,,TRUE,sc/ui.sc#falloutfashion_emoji_basic_03,,,Emote,Emote,,falloutfashion_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
falloutfashion_emoji_basic_04,,,,,,,,,,,,TID_falloutfashion_emoji_basic_04,,,,TRUE,sc/ui.sc#falloutfashion_emoji_basic_04,,,Emote,Emote,,falloutfashion_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
falloutfashion_gesture_epic_01,,,,,,,,,,,,TID_falloutfashion_gesture_epic_01,,,,TRUE,sc/ui.sc#falloutfashion_gesture_epic_01,,,Emote,Gesture,,falloutfashion_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
marshallcolombia_mount_legendary_01_a,,,,,,,,,,,,TID_marshallcolombia_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,marshallcolombia_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountMantis,
marshallcolombia_mount_legendary_01_b,,,,,,,,,,,,TID_marshallcolombia_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,marshallcolombia_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountMantis,
marshallcolombia_emoji_basic_01,,,,,,,,,,,,TID_marshallcolombia_emoji_basic_01,,,,TRUE,sc/ui.sc#marshallcolombia_emoji_basic_01,,,Emote,Emote,,marshallcolombia_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
marshallcolombia_gesture_epic_01,,,,,,,,,,,,TID_marshallcolombia_gesture_epic_01,,,,TRUE,sc/ui.sc#marshallcolombia_gesture_epic_01,,,Emote,Gesture,,marshallcolombia_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_mount_epic_01_a,,,,,,,,,,,,TID_akira_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,akira_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarleyAkira,
akira_mount_epic_01_b,,,,,,,,,,,,TID_akira_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,akira_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGnarleyAkira,
akira_emoji_basic_01,,,,,,,,,,,,TID_akira_emoji_basic_01,,,,TRUE,sc/ui.sc#akira_emoji_basic_01,,,Emote,Emote,,akira_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_emoji_basic_02,,,,,,,,,,,,TID_akira_emoji_basic_02,,,,TRUE,sc/ui.sc#akira_emoji_basic_02,,,Emote,Emote,,akira_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_emoji_basic_03,,,,,,,,,,,,TID_akira_emoji_basic_03,,,,TRUE,sc/ui.sc#akira_emoji_basic_03,,,Emote,Emote,,akira_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_emoji_basic_04,,,,,,,,,,,,TID_akira_emoji_basic_04,,,,FALSE,sc/ui.sc#sillymonster_emoji_basic_03,,,Emote,Emote,,akira_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_gesture_epic_01,,,,,,,,,,,,TID_akira_gesture_epic_01,,,,TRUE,sc/ui.sc#akira_gesture_epic_01,,,Emote,Gesture,,akira_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
akira_gesture_legendary_01,,,,,,,,,,,,TID_akira_gesture_legendary_01,,,,FALSE,sc/ui.sc#akira_gesture_legendary_01,,,Emote,Gesture,,akira_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_mount_epic_01_a,,,,,,,,,,,,TID_yrsa_mount_epic_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,yrsa_mount_epic_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGlidon,
yrsa_mount_epic_01_b,,,,,,,,,,,,TID_yrsa_mount_epic_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,yrsa_mount_epic_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountGlidon,
yrsa_emoji_basic_01,,,,,,,,,,,,TID_yrsa_emoji_basic_01,,,,TRUE,sc/ui.sc#yrsa_emoji_basic_01,,,Emote,Emote,,yrsa_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_emoji_basic_02,,,,,,,,,,,,TID_yrsa_emoji_basic_02,,,,TRUE,sc/ui.sc#yrsa_emoji_basic_02,,,Emote,Emote,,yrsa_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_emoji_basic_03,,,,,,,,,,,,TID_yrsa_emoji_basic_03,,,,TRUE,sc/ui.sc#yrsa_emoji_basic_03,,,Emote,Emote,,yrsa_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_emoji_basic_04,,,,,,,,,,,,TID_yrsa_emoji_basic_04,,,,FALSE,sc/ui.sc#sillymonster_emoji_basic_03,,,Emote,Emote,,yrsa_emoji_basic_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_gesture_epic_01,,,,,,,,,,,,TID_yrsa_gesture_epic_01,,,,TRUE,sc/ui.sc#yrsa_gesture_epic_01,,,Emote,Gesture,,yrsa_gesture_epic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
yrsa_gesture_legendary_01,,,,,,,,,,,,TID_yrsa_gesture_legendary_01,,,,FALSE,sc/ui.sc#yrsa_gesture_legendary_01,,,Emote,Gesture,,yrsa_gesture_legendary_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
zosar_mount_legendary_01_a,,,,,,,,,,,,TID_zosar_mount_legendary_01_a,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,zosar_mount_legendary_01_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChimeraZosar,
zosar_mount_legendary_01_b,,,,,,,,,,,,TID_zosar_mount_legendary_01_b,,,,TRUE,sc/ui.sc#icon_ride_01,,,Mount,,zosar_mount_legendary_01_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipMountChimeraZosar,
zosar_emoji_basic_01,,,,,,,,,,,,TID_zosar_emoji_basic_01,,,,TRUE,sc/ui.sc#zosar_emoji_basic_01,,,Emote,Emote,,zosar_emoji_basic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
zosar_emoji_basic_02,,,,,,,,,,,,TID_zosar_emoji_basic_02,,,,TRUE,sc/ui.sc#zosar_emoji_basic_02,,,Emote,Emote,,zosar_emoji_basic_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
zosar_emoji_basic_03,,,,,,,,,,,,TID_zosar_emoji_basic_03,,,,TRUE,sc/ui.sc#zosar_emoji_basic_03,,,Emote,Emote,,zosar_emoji_basic_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soundbanks/Mobile/Home.bank#event:/SFX/Home/HomeWardrobeEquipEmote,
